"Date","Open","High","Low","Close","Volume","MarketCap"
2017-09-17,1.98,2.07,1.82,1.95,991284,58367374
2017-09-18,1.95,2.39,1.95,2.24,1209200,66958787
2017-09-19,2.24,2.26,2.1,2.13,1031180,63901628
2017-09-20,2.13,2.22,2.09,2.16,783909,64575676
2017-09-21,2.15,2.16,1.91,1.98,752825,59180302
2017-09-22,1.96,2.03,1.91,2.02,833754,60482902
2017-09-23,1.96,2.16,1.94,2.15,874673,64371845
2017-09-24,2.16,2.22,2.07,2.11,658734,63052185
2017-09-25,2.13,2.25,2.11,2.24,603259,66937836
2017-09-26,2.24,2.26,2.15,2.18,955106,65267083
2017-09-27,2.17,2.35,2.17,2.33,706819,69839952
2017-09-28,2.33,2.35,2.27,2.32,879419,69379911
2017-09-29,2.32,2.33,2.15,2.28,1216580,68302393
2017-09-30,2.28,2.4,2.21,2.32,2447150,69587633
2017-10-01,2.31,2.38,2.21,2.34,2128430,69967757
2017-10-02,2.31,2.34,2.2,2.21,1153440,66104255
2017-10-03,2.22,2.24,2.07,2.16,1593020,64534670
2017-10-04,2.17,2.21,2.15,2.21,571837,66068937
2017-10-05,2.21,2.21,2.13,2.18,703998,65327844
2017-10-06,2.18,2.37,2.17,2.28,1260730,68390390
2017-10-07,2.28,2.33,2.25,2.32,1224100,69310172
2017-10-08,2.31,2.33,2.26,2.26,1787620,67682221
2017-10-09,2.26,2.3,2.07,2.2,2280330,65796863
2017-10-10,2.2,2.27,2.17,2.17,696724,65095578
2017-10-11,2.19,2.22,2.17,2.2,776844,65936342
2017-10-12,2.19,2.25,2.17,2.2,760881,65898030
2017-10-13,2.21,2.52,2.11,2.42,1328750,72539734
2017-10-14,2.42,2.47,2.38,2.39,681128,71443658
2017-10-15,2.4,2.42,2.21,2.34,823784,69962070
2017-10-16,2.32,2.42,2.28,2.33,892768,69624747
2017-10-17,2.33,2.35,2.17,2.19,2294300,65504137
2017-10-18,2.19,2.19,2,2.14,1583160,63965681
2017-10-19,2.13,2.16,2.08,2.1,1496620,62964786
2017-10-20,2.1,2.18,2.03,2.05,1148670,61454764
2017-10-21,2.05,2.1,1.85,2.02,1005330,60509541
2017-10-22,2.04,2.05,1.93,1.99,1271590,59484102
2017-10-23,1.97,2.02,1.82,1.88,1459900,56295845
2017-10-24,1.87,2.15,1.82,1.97,1901180,59047408
2017-10-25,1.98,2.03,1.93,1.99,1485030,59698109
2017-10-26,1.99,2.01,1.9,1.94,2022500,57919905
2017-10-27,1.92,1.97,1.86,1.92,1320880,57466449
2017-10-28,1.92,1.94,1.86,1.91,1137270,57109072
2017-10-29,1.9,2.1,1.88,1.96,1154460,58705895
2017-10-30,1.96,2.03,1.95,1.99,1090470,59649022
2017-10-31,1.99,2.07,1.94,2,990337,59736122
2017-11-01,1.98,2,1.87,1.93,1171980,57638253
2017-11-02,1.91,1.92,1.77,1.78,1379960,53353023
2017-11-03,1.78,1.96,1.78,1.93,1324870,57911524
2017-11-04,1.94,2,1.88,1.93,1567020,57725951
