"Date","Open","High","Low","Close","Volume","MarketCap"
2018-01-01,5.35,6.43,4.98,6.16,103225000,2320436263
2018-01-02,6.18,7.11,5.68,6.49,159428992,2450731463
2018-01-03,6.48,7.41,6.25,7.34,1.47e+08,2772339400
2018-01-04,7.4,8.08,6.78,7.24,160103008,2740824825
2018-01-05,7.31,7.89,6.37,6.84,161902000,2589781583
2018-01-06,6.89,7.94,6.76,7.76,149783008,2938194405
2018-01-07,7.79,10.5,7.76,9.92,283777984,3754428287
2018-01-08,9.86,11.28,8.87,10.41,227863008,3941826992
2018-01-09,10.38,12.64,10.34,12.19,259024000,4613857939
2018-01-10,12.27,12.33,10.31,11.04,151608992,4180499617
2018-01-11,11.07,11.68,7.76,9.2,200895008,3481970519
2018-01-12,9.2,10.35,8.66,9.96,114801000,3771137263
2018-01-13,9.92,10.42,9.41,9.92,107243000,3756979680
2018-01-14,9.91,10.83,9.47,10.59,106777000,4024106525
2018-01-15,10.61,10.78,9.49,9.87,95147400,3752571970
2018-01-16,9.89,9.91,5.82,7.51,113491000,2854316601
2018-01-17,7.45,8.12,4.99,7.47,106760000,2838715754
2018-01-18,7.5,8.7,6.95,7.93,91459000,3014779203
2018-01-19,7.86,8.77,7.38,8.43,77194800,3203821189
2018-01-20,8.54,10.68,8.54,10.33,118950000,3926282941
2018-01-21,10.29,10.33,8.38,8.88,79298200,3375559726
2018-01-22,9.02,9.3,7.38,8.16,85710096,3100300730
2018-01-23,8.12,8.73,7.18,8.12,87696600,3084407248
2018-01-24,8.1,9.3,7.51,8.34,184779008,3168176768
2018-01-25,8.38,8.73,7.65,7.84,84307600,2979568033
2018-01-26,7.82,8.1,6.94,7.94,65230500,3017986783
2018-01-27,7.93,8.07,7.67,7.86,42756600,2988563698
2018-01-28,7.94,9.63,7.91,9.41,154715008,3576766952
2018-01-29,9.43,9.63,8.62,9.47,120820000,3609494262
2018-01-30,9.52,10.08,7.94,8.27,205956992,3152450126
2018-01-31,8.27,8.82,7.15,7.68,178996992,2929600984
2018-02-01,7.72,7.75,5.43,6.09,128136000,2322883872
2018-02-02,6.08,6.08,3.77,5.3,94399400,2021925254
2018-02-03,5.3,5.96,4.71,5.43,47213900,2070945736
2018-02-04,5.44,5.48,4.03,4.36,54855100,1661696907
2018-02-05,4.27,4.35,2.58,3.08,83113104,1173616001
2018-02-06,3.08,4.7,2.4,4.41,163330000,1683003404
2018-02-07,4.38,4.84,3.74,3.81,90748200,1453896573
2018-02-08,3.82,4.5,3.82,4.33,99461296,1653365056
2018-02-09,4.35,4.58,4.1,4.57,10375600,1744927674
2018-02-10,4.57,4.71,3.78,4.09,57370900,1559002264
2018-02-11,4.04,4.15,3.42,3.8,55951900,1450787389
2018-02-12,3.86,4.48,3.86,4.25,51677700,1620617524
2018-02-13,4.25,4.32,3.86,3.94,35776400,1501984020
2018-02-14,3.91,4.52,3.89,4.42,46688800,1687707237
2018-02-15,4.44,4.88,4.31,4.86,57393200,1856713505
2018-02-16,4.82,4.97,4.5,4.85,41488100,1873287774
2018-02-17,4.89,5.78,4.82,5.39,97824896,2079002853
2018-02-18,5.4,5.4,4.62,4.71,48768400,1819688078
2018-02-19,4.69,4.94,4.68,4.81,35274700,1854936208
2018-02-20,4.8,4.84,4.12,4.16,52935400,1604235670
2018-02-21,4.19,4.57,3.89,4.02,49737300,1552111578
2018-02-22,4,4.34,3.66,3.76,35044500,1451551507
2018-02-23,3.76,4.2,3.64,3.95,29152600,1526625694
2018-02-24,3.94,4.1,3.62,3.83,18201100,1481180054
2018-02-25,3.82,3.91,3.64,3.87,20438700,1495192460
2018-02-26,3.87,4.25,3.83,4,57012300,1542356328
2018-02-27,4.03,4.1,3.89,4.03,23394200,1554097424
2018-02-28,4.02,4.02,3.55,3.55,28413100,1370551120
2018-03-01,3.55,3.86,3.5,3.81,20427300,1472299573
2018-03-02,3.81,3.88,3.59,3.71,19446700,1433139426
2018-03-03,3.71,3.88,3.61,3.66,17486200,1414377601
2018-03-04,3.66,3.75,3.52,3.64,16649900,1406774063
2018-03-05,3.64,3.67,3.54,3.59,16088900,1383700978
2018-03-06,3.56,3.59,3.26,3.42,28737100,1319653720
2018-03-07,3.41,3.47,2.68,3,33020700,1158790661
2018-03-08,3,3.07,2.6,2.61,18798000,1007352818
2018-03-09,2.59,2.73,2.2,2.72,19856200,1048569997
2018-03-10,2.68,2.83,2.43,2.47,12162200,955092617
2018-03-11,2.47,2.82,2.37,2.78,9918750,1071908450
2018-03-12,2.77,2.86,2.54,2.64,15110200,1019242473
2018-03-13,2.62,2.94,2.59,2.88,37901500,1112125193
2018-03-14,2.9,3.14,2.28,2.38,55190300,918196700
2018-03-15,2.38,2.43,2.16,2.27,31307700,876987571
2018-03-16,2.27,2.39,2.16,2.25,24701000,869879139
2018-03-17,2.25,2.25,1.89,1.96,25180000,756285890
2018-03-18,1.95,2.1,1.59,2.07,35447300,798585238
2018-03-19,2.09,2.35,1.97,2.35,39146200,908657084
2018-03-20,2.38,2.74,2.14,2.62,48542400,1010874386
2018-03-21,2.67,3.7,2.62,3.47,235402000,1342485344
2018-03-22,3.48,3.99,3.28,3.59,132270000,1387578369
2018-03-23,3.59,4.22,3.08,4.06,598299008,1570061173
2018-03-24,4.04,4.19,3.62,3.64,153999008,1406973064
2018-03-25,3.56,3.68,3.39,3.51,112771000,1359308771
2018-03-26,3.52,3.53,2.86,3.06,113860000,1183123151
2018-03-27,3.05,3.08,2.75,2.84,100465000,1098964628
2018-03-28,2.83,2.99,2.8,2.85,69542800,1101774557
2018-03-29,2.85,2.87,2.32,2.33,83604096,902505721
2018-03-30,2.34,2.47,2.15,2.28,87909800,881748631
2018-03-31,2.28,2.38,2.18,2.21,48282500,854055740
2018-04-01,2.21,2.23,1.9,2.06,46232600,796398018
2018-04-02,2.06,2.17,2.02,2.12,40586500,820750732
2018-04-03,2.12,2.33,2.1,2.32,50196300,899649348
2018-04-04,2.31,2.33,2.04,2.06,35026400,795488468
2018-04-05,2.06,2.06,1.9,1.96,36758700,760321785
2018-04-06,1.96,1.98,1.83,1.89,31609000,733063884
2018-04-07,1.89,2.15,1.88,2.04,66868800,790245360
2018-04-08,2.05,2.1,2.03,2.07,38454700,801105738
2018-04-09,2.07,2.17,1.95,2.01,49826500,778154191
2018-04-10,2.01,2.15,1.95,2.11,45542800,815453357
2018-04-11,2.12,2.32,2.08,2.24,69454400,867494925
2018-04-12,2.23,2.58,2.21,2.56,103899000,991351998
2018-04-13,2.57,2.7,2.44,2.48,63496900,958788716
2018-04-14,2.47,2.59,2.46,2.51,25272700,973321509
2018-04-15,2.52,2.76,2.48,2.75,42291900,1064378963
2018-04-16,2.76,2.84,2.64,2.83,80271504,1094598498
2018-04-17,2.83,2.89,2.76,2.79,37985200,1081161570
2018-04-18,2.79,3.22,2.79,3.18,61234200,1229552499
2018-04-19,3.18,3.34,3.11,3.29,63456600,1272899177
2018-04-20,3.3,3.56,3.13,3.5,70875200,1355565327
2018-04-21,3.5,3.62,3.19,3.47,57491800,1343863196
2018-04-22,3.45,3.53,3.35,3.45,35982800,1335959804
2018-04-23,3.45,3.85,3.44,3.84,82369600,1488470874
2018-04-24,3.84,4.34,3.82,4.3,187056992,1664386208
2018-04-25,4.28,4.39,3.57,3.71,124581000,1437282724
2018-04-26,3.73,4.3,3.59,4.29,80946096,1661272825
2018-04-27,4.29,4.8,4.13,4.3,184250000,1666663085
2018-04-28,4.3,4.9,4.3,4.83,130961000,1872248081
2018-04-29,4.83,4.87,4.4,4.71,110776000,1822055153
2018-04-30,4.69,4.69,4.26,4.34,94284096,1680440777
2018-05-01,4.34,4.43,4.01,4.41,66976200,1707612800
2018-05-02,4.39,4.41,4.29,4.37,46918400,1693955151
2018-05-03,4.37,4.59,4.34,4.4,85571696,1702540070
2018-05-04,4.41,4.57,4.19,4.56,73150400,1766104096
2018-05-05,4.54,4.54,4.37,4.42,45955200,1711721325
2018-05-06,4.41,4.43,4.09,4.27,35434400,1653098371
2018-05-07,4.26,4.33,3.96,4.28,40395400,1655615375
2018-05-08,4.29,4.49,4.12,4.46,54016300,1725983056
2018-05-09,4.41,4.41,4.1,4.21,40110400,1631912944
2018-05-10,4.21,4.31,3.85,3.87,37495800,1498798296
2018-05-11,3.86,4.42,3.45,4.11,236936992,1592972960
2018-05-12,4.16,4.22,3.65,3.94,96616400,1524243268
2018-05-13,3.94,4.18,3.85,4.08,46177800,1578978419
2018-05-14,4.08,4.11,3.81,4.01,52261900,1551736693
2018-05-15,4.04,4.43,3.99,4.01,108231000,1553924551
2018-05-16,4.01,4.02,3.69,3.84,45163000,1488161051
2018-05-17,3.85,3.94,3.52,3.56,36797300,1379689805
2018-05-18,3.57,3.64,3.42,3.63,32009200,1406691447
2018-05-19,3.63,3.64,3.49,3.53,20808400,1367054446
2018-05-20,3.54,3.71,3.49,3.64,24386700,1409371088
2018-05-21,3.64,3.65,3.43,3.48,24410000,1348691936
2018-05-22,3.48,3.49,3.04,3.07,32143500,1188560156
2018-05-23,3.07,3.11,2.66,2.69,39825300,1042817894
2018-05-24,2.69,2.85,2.56,2.82,32746800,1093854985
2018-05-25,2.83,2.84,2.62,2.67,19931000,1032757623
2018-05-26,2.66,2.77,2.61,2.61,16186100,1010646713
2018-05-27,2.61,2.61,2.47,2.52,31561200,974475433
2018-05-28,2.52,2.54,2.2,2.21,41994900,855006817
2018-05-29,2.21,2.69,2.2,2.62,66451400,1013016569
2018-05-30,2.62,2.82,2.54,2.68,61928800,1037292102
2018-05-31,2.66,2.85,2.61,2.77,51880600,1073637637
2018-06-01,2.78,2.82,2.66,2.72,48660500,1054686535
2018-06-02,2.72,2.84,2.68,2.78,34864300,1078152754
2018-06-03,2.78,2.9,2.77,2.82,32290100,1091190834
2018-06-04,2.83,2.87,2.6,2.65,35168300,1027189236
2018-06-05,2.66,2.73,2.54,2.69,29884200,1042875978
2018-06-06,2.69,2.7,2.6,2.67,22381700,1033020941
2018-06-07,2.67,2.72,2.6,2.6,22732300,1007103546
2018-06-08,2.6,2.64,2.53,2.6,30972400,1008106476
2018-06-09,2.6,2.61,2.47,2.47,28835500,954792464
2018-06-10,2.47,2.47,2.07,2.13,33532900,825507533
2018-06-11,2.13,2.17,2.05,2.17,26580000,866639304
2018-06-12,2.16,2.16,1.86,1.9,23543900,762367711
2018-06-13,1.91,2.06,1.85,2,60707500,800661597
2018-06-14,2,2.35,1.98,2.3,80089000,891034802
2018-06-15,2.3,2.3,2,2.01,50939700,778505375
2018-06-16,2.02,2.05,1.9,2.03,53683100,786188045
2018-06-17,2.03,2.09,1.99,2,40030100,773378432
2018-06-18,1.99,2.16,1.95,2.12,46687300,820624528
2018-06-19,2.12,2.18,2.06,2.11,40532200,816259719
2018-06-20,2.11,2.12,2.01,2.08,42506400,805128816
2018-06-21,2.08,2.1,1.98,1.99,39188300,772344376
2018-06-22,1.99,2,1.71,1.79,43267400,692056980
2018-06-23,1.79,1.82,1.71,1.75,30862800,676683704
2018-06-24,1.75,1.75,1.46,1.58,40809300,611048961
2018-06-25,1.58,1.68,1.55,1.63,36657000,630761467
2018-06-26,1.63,1.64,1.48,1.48,23964600,574696278
2018-06-27,1.48,1.54,1.45,1.52,28190500,588384227
2018-06-28,1.52,1.58,1.41,1.42,31839700,548688012
2018-06-29,1.41,1.55,1.38,1.52,33934400,589128096
2018-06-30,1.52,1.63,1.52,1.56,33535800,606302927
2018-07-01,1.56,1.75,1.54,1.66,53061500,643860521
2018-07-02,1.67,1.8,1.59,1.76,48343800,682189103
2018-07-03,1.76,1.82,1.67,1.67,49457000,647037458
2018-07-04,1.67,1.84,1.62,1.75,38892900,678380653
2018-07-05,1.76,1.78,1.64,1.68,34453900,652081814
2018-07-06,1.67,1.71,1.56,1.69,35597200,653883370
2018-07-07,1.69,1.74,1.61,1.74,29012700,673944564
2018-07-08,1.73,1.79,1.7,1.73,33087300,669799049
2018-07-09,1.72,1.74,1.63,1.63,30941500,633101553
2018-07-10,1.64,1.64,1.42,1.42,33099700,549137433
2018-07-11,1.42,1.48,1.4,1.44,31598500,558497774
2018-07-12,1.44,1.44,1.27,1.32,30114800,511157538
2018-07-13,1.33,1.38,1.3,1.33,29076600,515396037
2018-07-14,1.33,1.33,1.29,1.33,22364700,515376666
2018-07-15,1.33,1.4,1.32,1.37,25297100,529591522
2018-07-16,1.37,1.51,1.36,1.51,29339000,583370866
2018-07-17,1.5,1.67,1.44,1.63,41946400,629816135
2018-07-18,1.62,1.75,1.52,1.56,44015600,603218973
2018-07-19,1.55,1.59,1.46,1.49,35478200,577338560
2018-07-20,1.49,1.49,1.31,1.33,37188200,513447258
2018-07-21,1.33,1.42,1.29,1.38,27593700,535883406
2018-07-22,1.38,1.43,1.35,1.36,28629400,527131333
2018-07-23,1.36,1.42,1.29,1.3,23617900,505067118
2018-07-24,1.3,1.35,1.24,1.31,29808700,509142895
2018-07-25,1.31,1.4,1.29,1.36,30331400,527487769
2018-07-26,1.36,1.39,1.27,1.28,22062800,497705922
2018-07-27,1.29,1.34,1.26,1.3,19809000,504617697
2018-07-28,1.31,1.46,1.29,1.3,14977000,503699485
2018-07-29,1.3,1.43,1.27,1.34,16778100,521056409
2018-07-30,1.35,1.35,1.21,1.24,19664500,481929718
2018-07-31,1.25,1.25,1.1,1.11,20125400,430455590
2018-08-01,1.11,1.21,1.02,1.21,24678400,467114344
2018-08-02,1.06,1.24,0.989309,1.02,22177000,394629814
2018-08-03,1.01,1.01,0.896629,0.961473,22627600,372504773
2018-08-04,0.961207,0.99183,0.863327,0.880931,15799600,341300278
2018-08-05,0.885248,0.931139,0.869905,0.925672,12694800,358634343
2018-08-06,0.925718,0.960405,0.850386,0.865187,12524500,335200559
2018-08-07,0.868045,1.01,0.832444,0.863618,40709800,334592679
2018-08-08,0.86249,0.86249,0.732538,0.75973,19812200,294343212
2018-08-09,0.762727,0.83169,0.736519,0.808687,16517200,313310688
2018-08-10,0.803412,0.820143,0.714263,0.730515,11670300,283024405
2018-08-11,0.729879,0.730367,0.645359,0.670142,13323500,259634013
2018-08-12,0.66946,0.709171,0.663035,0.695576,8433950,269487942
2018-08-13,0.698033,0.717247,0.60085,0.601415,15913500,233007019
2018-08-14,0.602187,0.602187,0.490325,0.557785,20985800,216103390
2018-08-15,0.560312,0.602929,0.520166,0.522874,18353800,202577774
2018-08-16,0.520051,0.573919,0.513472,0.557604,13065200,216033265
2018-08-17,0.560834,0.744492,0.55708,0.740633,34623400,286944436
2018-08-18,0.737003,0.765635,0.596191,0.632467,21793900,245037537
2018-08-19,0.63422,0.690921,0.621846,0.676745,13834400,262192222
2018-08-20,0.675881,0.70296,0.610464,0.611278,13737500,236828255
2018-08-21,0.605822,0.656945,0.605822,0.64519,10819900,249966826
2018-08-22,0.644924,0.693195,0.563195,0.59401,19211700,230138090
2018-08-23,0.594109,0.659684,0.594109,0.659684,10187900,255582256
2018-08-24,0.662176,0.695048,0.636067,0.675658,15019200,261771084
2018-08-25,0.680656,0.768522,0.670552,0.755967,24990400,292885308
2018-08-26,0.754773,0.92926,0.701038,0.91955,59571200,356262489
2018-08-27,0.913959,0.983222,0.867312,0.912016,67465800,353343581
2018-08-28,0.928502,0.960194,0.897636,0.932399,44459200,361240594
2018-08-29,0.933989,0.934117,0.846786,0.875552,41283600,339216285
2018-08-30,0.871021,0.886418,0.79686,0.865964,35118400,335501593
2018-08-31,0.866423,0.923323,0.844667,0.904235,40496500,350328978
2018-09-01,0.903725,0.984088,0.903725,0.943392,38092500,365499627
2018-09-02,0.940906,0.968665,0.902295,0.924313,33358200,358107824
2018-09-03,0.929503,0.933177,0.88583,0.900889,25226100,349032632
2018-09-04,0.901578,0.985064,0.89645,0.95461,34022600,369845831
2018-09-05,0.956326,0.976007,0.764333,0.766455,43275600,296948688
2018-09-06,0.761281,0.77125,0.699112,0.739583,28132400,286537633
2018-09-07,0.745436,0.774963,0.689969,0.691708,23232300,267989357
2018-09-08,0.697474,0.717538,0.624823,0.637472,19615200,246976631
2018-09-09,0.639941,0.680603,0.616336,0.627519,17708900,243120527
2018-09-10,0.634155,0.645931,0.608251,0.618157,12957000,239493395
2018-09-11,0.6243,0.630785,0.561278,0.580631,15918300,224954646
2018-09-12,0.580672,0.597171,0.530302,0.592637,16571300,229606147
2018-09-13,0.59488,0.660162,0.59488,0.636745,26618700,246694969
2018-09-14,0.640617,0.655392,0.607623,0.625935,20207600,242506836
2018-09-15,0.623948,0.669808,0.621134,0.639137,19150100,247621704
2018-09-16,0.635458,0.647367,0.619686,0.639882,14666500,247910341
2018-09-17,0.643684,0.65304,0.579239,0.586445,22656300,227207172
2018-09-18,0.585363,0.612714,0.57288,0.603323,15696500,233746238
2018-09-19,0.603364,0.610918,0.572045,0.595847,16095500,230849802
2018-09-20,0.596326,0.652281,0.592071,0.642182,17326300,248801433
2018-09-21,0.643563,0.721531,0.626183,0.714739,30060200,276912288
2018-09-22,0.720552,0.726171,0.64886,0.68155,17570400,264053830
2018-09-23,0.685486,0.71053,0.673224,0.704763,16785000,273047273
2018-09-24,0.706025,0.72558,0.65406,0.659676,19278100,255579157
2018-09-25,0.656361,0.656361,0.610674,0.640946,14744200,248322568
2018-09-26,0.640961,0.667003,0.617034,0.645961,13225700,250265536
2018-09-27,0.64486,0.684063,0.639424,0.677373,13932500,262435529
2018-09-28,0.679834,0.689105,0.641933,0.64991,15807000,251795502
2018-09-29,0.648775,0.660357,0.632378,0.657091,10751100,254577647
2018-09-30,0.657266,0.661013,0.643421,0.656138,9634880,254208425
2018-10-01,0.657942,0.686483,0.657195,0.66799,14920100,258800261
2018-10-02,0.669681,0.707598,0.669681,0.692558,18707900,268318674
2018-10-03,0.687306,0.689364,0.658329,0.666897,13288800,258376798
2018-10-04,0.670025,0.686492,0.667686,0.670145,10670400,259635175
2018-10-05,0.670487,0.684616,0.66227,0.683684,12192000,264880608
2018-10-06,0.684031,0.687054,0.663169,0.667425,9782120,258581362
2018-10-07,0.669517,0.675964,0.658412,0.674838,10110100,261453391
2018-10-08,0.673511,0.703965,0.671903,0.698349,14319100,270562289
2018-10-09,0.699555,0.705481,0.680638,0.69927,11558900,270919113
2018-10-10,0.698484,0.727202,0.672203,0.727202,14667400,281740845
2018-10-11,0.72629,0.72629,0.595645,0.601099,23016300,232884591
2018-10-12,0.593716,0.621331,0.58631,0.600053,11875300,232479338
2018-10-13,0.598992,0.620138,0.598992,0.618583,10213000,239658441
2018-10-14,0.617712,0.638287,0.612331,0.616835,11520700,238981211
2018-10-15,0.612492,0.688064,0.601995,0.681618,28957400,264080175
2018-10-16,0.683322,0.708208,0.672086,0.684481,20511900,265189391
2018-10-17,0.68472,0.734542,0.683611,0.722645,20983400,279975321
2018-10-18,0.72342,0.72782,0.676041,0.685837,16936300,265714748
2018-10-19,0.684612,0.712766,0.68175,0.702946,12218300,272343311
2018-10-20,0.702052,0.705179,0.689777,0.699561,13046800,271031856
2018-10-21,0.699748,0.706879,0.695226,0.695226,13429200,269352341
2018-10-22,0.692308,0.694416,0.67763,0.684381,13570100,265150648
2018-10-23,0.684067,0.688944,0.661027,0.667753,13245000,258708440
2018-10-24,0.66505,0.683197,0.663713,0.675419,8986510,261678488
2018-10-25,0.673816,0.676009,0.656777,0.662215,8087320,256562845
2018-10-26,0.660564,0.668496,0.655666,0.665579,7041310,257866164
2018-10-27,0.667292,0.670139,0.640605,0.643194,7916270,249193513
2018-10-28,0.64351,0.652197,0.641984,0.649546,7316740,251654477
2018-10-29,0.651881,0.654438,0.614783,0.621728,8544600,240876912
2018-10-30,0.62073,0.631275,0.61767,0.624154,6835540,241816821
2018-10-31,0.626219,0.644893,0.604885,0.6438,10603600,249428297
2018-11-01,0.643193,0.665418,0.634388,0.648932,7495010,251416594
2018-11-02,0.649042,0.651227,0.632724,0.639252,8040260,247666259
2018-11-03,0.63841,0.640073,0.627213,0.632714,6839040,245133233
2018-11-04,0.632364,0.650546,0.628185,0.641846,9715270,248671256
2018-11-05,0.635945,0.649815,0.629184,0.634682,8656460,245895698
2018-11-06,0.634591,0.64937,0.628393,0.64937,10103000,250952452
2018-11-07,0.648385,0.657621,0.637924,0.642839,8888400,249055975
2018-11-08,0.642504,0.646324,0.614427,0.616013,10145000,238662742
2018-11-09,0.616616,0.619095,0.588482,0.591135,10429800,229024225
2018-11-10,0.590066,0.609508,0.589812,0.602302,7157410,233350671
2018-11-11,0.600433,0.60244,0.573921,0.582322,7149940,225609793
2018-11-12,0.584613,0.591167,0.55388,0.564606,9791070,218746059
2018-11-13,0.564182,0.565236,0.542656,0.543627,10781100,257356657
2018-11-14,0.544985,0.544985,0.434786,0.46107,15294700,218273621
2018-11-15,0.459666,0.464377,0.401504,0.446582,12206100,211414905
2018-11-16,0.44741,0.452426,0.416746,0.423119,7227010,200307364
2018-11-17,0.423875,0.424696,0.40923,0.417549,5131120,197670489
2018-11-18,0.418399,0.425611,0.415642,0.420119,4746020,198887144
2018-11-19,0.419372,0.419709,0.322688,0.327404,15191200,154995243
2018-11-20,0.324668,0.341333,0.255278,0.278855,14698300,132011822
2018-11-21,0.280819,0.307061,0.269779,0.3014,6941350,142684776
2018-11-22,0.301421,0.305374,0.278644,0.278644,4443200,131911933
2018-11-23,0.277955,0.28108,0.261236,0.273067,4650940,129271744
2018-11-24,0.273839,0.279057,0.229568,0.23843,4123270,112874357
2018-11-25,0.237645,0.248736,0.207264,0.24103,6333620,114105214
2018-11-26,0.24105,0.253464,0.209876,0.223242,6009160,105684256
2018-11-27,0.222487,0.233693,0.216179,0.232108,4448620,109881479
2018-11-28,0.23292,0.290634,0.232803,0.277357,10778200,131302659
2018-11-29,0.276734,0.307775,0.263771,0.290001,12282966,137288347
2018-11-30,0.290635,0.290635,0.243444,0.259435,9267669,122818086
2018-12-01,0.260453,0.287526,0.251286,0.279622,6641164,132375099
2018-12-02,0.278395,0.289746,0.27231,0.272682,5374868,129089394
2018-12-03,0.275004,0.27553,0.241644,0.248383,5371550,117586324
2018-12-04,0.247573,0.268821,0.240293,0.255341,4927642,120880346
2018-12-05,0.25551,0.258585,0.232987,0.232987,4894053,110297405
2018-12-06,0.23332,0.243949,0.213291,0.213858,5598914,101241901
2018-12-07,0.21329,0.222088,0.195441,0.211634,6174517,100189053
2018-12-08,0.211799,0.22169,0.202754,0.211871,4612755,100300932
2018-12-09,0.211673,0.229818,0.211603,0.22398,4105766,106033489
2018-12-10,0.223952,0.226126,0.20831,0.21191,4527313,100319729
2018-12-11,0.211475,0.211844,0.199084,0.203313,3183207,96249665
2018-12-12,0.201029,0.212522,0.200689,0.210347,3694908,99579570
2018-12-13,0.211046,0.211354,0.194577,0.196084,3543390,92827416
2018-12-14,0.195893,0.198911,0.183084,0.186421,4383295,88252948
2018-12-15,0.186403,0.190075,0.183784,0.187141,3072037,88593867
2018-12-16,0.187223,0.194433,0.186802,0.188999,2769822,89473592
2018-12-17,0.188979,0.216087,0.188141,0.210904,6733691,99843519
2018-12-18,0.211059,0.222396,0.202476,0.222396,6950628,105283799
2018-12-19,0.223946,0.248567,0.221026,0.225529,13795322,106766854
2018-12-20,0.224716,0.252657,0.223885,0.252657,13062120,119609606
2018-12-21,0.253212,0.272324,0.239094,0.243581,16978443,115312905
2018-12-22,0.243746,0.255917,0.239467,0.255298,7570981,120859918
2018-12-23,0.256604,0.272278,0.253643,0.264609,10666713,125267539
2018-12-24,0.264906,0.294715,0.264906,0.275886,15239834,130606196
2018-12-25,0.276731,0.276731,0.237892,0.246634,8698199,116758271
2018-12-26,0.246578,0.253453,0.238462,0.245711,6106959,116321332
2018-12-27,0.245685,0.247287,0.222081,0.222902,6082481,105523317
2018-12-28,0.222664,0.251283,0.221106,0.250399,5796401,118540794
2018-12-29,0.250808,0.254767,0.23709,0.23709,5262902,112239971
